cartodb_id,the_geom,intended_outcomes_other,participation_tasks_other,types_volunteers,status_other,project_topic_other,participant_age_other,gov_contact_email,gov_contact_affiliation,gov_contact,agency_partner_other,recruiting,agency_partner_name,cartodb_georef_status,agency_sponsor_other,scistarter,agency_sponsor,agency_partner,intended_outcomes,participant_age,cartodb_id_0,project_topic,approved,updated_at,created_at,phone,email,zip,state,city,street_address_2,street_address,affiliation,project_contact,participation_tasks,geographic_scope,start_date,status,keywords,project_description,project_url,project_name
36,0101000020E6100000E57E87A240955EC00B410E4A98CD4740,,,,,,,john.mclaughlin@noaa.gov,noaa,John McLaughlin,,,,true,NOAA Olympic Coast National Marine Sanctuary,true,"noaa, nsf, fish_wildlife_service","college_university, other, state_local_govermment","inform_public_policy, other, research_advancement","families, general_public, seniors, teens",212,"animals, biology, birds, ecology_environment, nature_outdoors",true,2015-09-18 19:32:58.944097+00,2015-09-15 17:58:10.160034+00,206-221-6893,info@coasst.org,98195-5020,WA,Seattle,1122 NE Boat Street,University of Washington Box 355020,"Volunteer Coordinator, COASST",Erika Frost,"classification_tagging, identification, measurement, observation, photography, problem_solving",Regional,"anytime, ongoing",active,"seabirds, citizen science, coast, beaches, marine environment, surveys","The Coastal observation And Seabird Survey Team (COASST) is a citizen-science program established to identify the carcasses of marine birds found on beaches along the coast of the Pacific Northwest. COASST is a project of the University of Washington in partnership with state, tribal and federal agencies, environmental organizations, and community groups along the coasts of Oregon, Washington and Alaska.  COASST believes citizens of coastal communities are essential scientific partners in monitoring marine ecosystem health.  By collaborating with citizens, natural resource management agencies and environmental organizations, COASST works to translate long-term monitoring into effective marine conservation solutions.

Specifically, trained COASST volunteers conduct surveys for beached birds on the same stretch of coastline each month.  Each bird carcass is measured, identified, photographed, marked, and left in place for potential re-find on subsequent surveys.  Beach morphology, visitors use and presence or absence oil is also recorded.

COASST data have created a baseline, or the 'normal' pattern, for beached bird mortality. Armed with this information, we can detect unusual events such as increased mortality due to low food availability, weather, harmful algal blooms, oil spills, or other factors. 

Perhaps most importantly, COASST data can be used to identify long-term changes in the status of our resident marine bird populations.",https://depts.washington.edu/coasst/,Coastal observation And Seabird Survey Team (COASST)
77,0101000020E610000052499D80264E5AC0F168E388B5E04340,,"Consumers and/or providers that install photovoltaic systems are encouraged to submit their data to Open PV.  There are four required fields that are designed to capture the pertinent information for the database: date of installation; size of installation; location and total installed cost. Once a project has been uploaded, it awaits verification by the Open PV Team, which monitors the data quality in order to insure accuracy of the database.",,,,,"carly.robinson@science.doe.gov
",doe,Carly Robinson,,,,true,,false,doe,"community_group, for_profit, state_local_govermment","operational_integration_use, io_education, research_advancement","families, general_public, seniors",116,"computers_technology, science_policy",true,2015-09-14 17:01:51.038079+00,2015-03-31 13:29:22.563754+00,303-275-3000,openpv@nrel.gov,80401,CO,Golden,,15013 Denver West Parkway,National Renewable Energy Laboratory,Open PV Contact,"data_entry, geolocation",National,1998,active,"Renewable Energy, National Laboratory, Open Source, crowdsourcing, Solar
","The Open PV Project brings together the public, industry and government to collaborate on the creation of a comprehensive database for photovoltaic installation information across the United States. The project is based off of an open contribution platform that allows users and providers to voluntarily add information about the use of photovoltaic systems. The database provides a real-time snapshot of the current state of photovoltaic usage because it is actively updated by contributions from users. 


Open PV also provides the web application """"installations Over Time,"""" which allow users to map specific fields of PV coverage as well as their expansion over time. The project was created by the National Renewable Energy Laboratory (NREL), which seeded the baseline database through contributions from utility providers and state- run incentive programs. Because of the open source contribution architecture, NREL monitors contributions to the database in order to maintain the validity of the project.
",https://openpv.nrel.gov,The Open PV Project
228,0101000020E61000009ACE4E0647AB5EC0AC8BDB6800C34640,,,,,,,"benforado.jay@epa.gov
",epa,Jay Benforado,,,"Concordia University, Groundwork Portland, Oregon Department of Environmental Qulaity (DEQ), Neighbors for Clean Air, Right to Survive; Portland METRO; Organizing People Activating Leaders (OPAL), Blueprint Foundation / Black Educational Achievement Movement (BEAM)
",true,,false,epa,"college_university, community_group, formal_nonprofit_ngo, k12_education, state_local_govermment","community_engagement_outreach, education, inform_public_policy, operational_integration_use, research_advancement",general_public,228,"computers_technology, ecology_environment, science_policy",true,2015-09-30 13:54:17.554+00,2015-09-30 00:06:52.106+00,919-541-1520,Barzyk.Timothy@epa.gov,97211,OR,Portland,,2811 NE Holman,US EPA,"Tim Barzyk, PhD","audio_video_recording, data_analysis, data_entry, geolocation, learning, measurement, observation, photography, problem_solving, sample_analysis, site_selection_description","North/Northeast Portland, OR
",2015-10-01,active,"Environmental Justice, Children’s Environmental Health, GIS, Mapping, C-LINE, C-FERST, Citizen Science, education, Community Engagement, Air Quality, EnviroAtlas, Air Pollution","This is an EPA Region 10 ‘Making a Visible Difference’ (MVD) in N/NE Portland, OR project. The objective of this project is to leverage existing partnerships between EPA Region 10 and communities in N/NE Portland, Oregon. The aim is to engage academia, local community members, government and health partners to consider their voices in developing transit and neighborhood scenarios for school children’s bus routes and bus stop. The project focuses particularly on pollution sources, reduction and potential mitigation measures. This research allows for citizen science activities and the use of a suite of EPA tools such as:  EJ Screen (the public version to provide a first look at mapping community issues); C-FERST (the pre-development version, to provide detailed environmental and community characterization and assessment); C-LINE (a modeling and visualization system for traffic related air pollutant exposure) and other EPA science tools such as EnviroAtlas (for community environmental modeling). The vision for this project is to make a visible difference with citizen science such that it becomes a bridge for the community to independently uncover links and solutions to local environmental concerns.",https://www.cmascenter.org/c-tools/c-line.cfm,"Making a Visible Difference (MVD) in N/NE Portland: Engaging Communities, Using Citizen Science to Assess and Address Children's Environmental Health from Transit and Air Pollution 
"
102,0101000020E61000008E23D6E2534253C04A29E8F692724340,,"Over the past two years, MapGive volunteers supported the Nepal earthquake  and Ebola OpenStreetMap responses, in addition to mapping in support of numerous other humanitarian and development programs.  MapGive also contributed to open education resources and open source software, and worked closely with the Bureau of Educational and Cultural Affairs to build collaborative mapping components into their educational exchange programs.  Outreach through Embassies and Consulates has resulting in mapping events in the West Bank, Pakistan, Philippines, and Turkmenistan, and two field workshops in Peru.",,,Sustainable development,,howetrtnSB@state.gov,usstate,Samuel B Howerton,,,,true,,false,"usstate,  usaid, peace_corps","college_university, community_group, formal_nonprofit_ngo, for_profit, k12_education","community_engagement_outreach, io_education, operational_integration_use, inform_public_policy",general_public,179,"computers_technology, disaster_response, education",true,2015-09-14 17:01:51.038079+00,2015-06-02 16:49:39.150435+00,,mapgive@state.gov,20006,DC,Washington,,2025 E St NW,U.S. State Department Humanitarian Information Unit,Benson Wilder,,International,2014-03-07,active,"openstreetmap, remotesensing, maps, crowdsourcing
","MapGive is a flagship initiative of the State Department’s Open Government Plan, a public diplomacy program to support the use of OpenStreetMap in humanitarian and development response through shared imagery services, analysis, promotion, event organizing and technical expertise in OSM for the Department’s domestic bureaus and diplomatic posts, other U.S. Government agencies, and other governments through international fora.",http://mapgive.state.gov/,MapGive
214,0101000020E6100000FA9B5088800F5CC0A4703D0AD7434140,,,,,,,carlindj@mail.nih.gov,nih,Danielle Carlin,,false,Arizona Department of Environmental Quality (ADEQ),,"NASA, EPA",false,nih,state_local_govermment,"community_engagement_outreach, inform_public_policy, io_education, operational_integration_use, research_advancement",general_public,,"ecology_environment, education, geology_earth_science, health_medicine, nature_outdoors",,,,(520) 621-1646,mdramire@email.arizona.edu,86327,AZ,Dewey-Humboldt,,,University of Arizona,Monica Ramirez-Andreotta,"data_analysis, data_entry, learning, measurement, sample_analysis, specimen_sample_collection",local,2008,complete,"mining, metal contamination, citizen science, community engagement, garden","Gardenroots was developed by Mónica Ramírez-Andreotta, Superfund Research Program Training Core graduate student and former Research Translation Coordinator. She created the project in response to home gardening concerns in the Dewey-Humboldt, AZ community over possible metal contamination from the neighboring Iron King Mine and Humboldt Smelter Superfund site.

The overall objective of Gardenroots was to determine whether home garden vegetables grown in Dewey-Humboldt had elevated levels of arsenic. By building co-created public participation in a scientific research program, this project also looked to educate, build human capacity, and increase community networking in resource-related issues in the community.",http://www.superfund.pharmacy.arizona.edu/projects/community-engaged-research/gardenroots/home,Gardenroots
132,0101000020E61000009B559FABAD645AC032772D211F344240,,,Local citizens and community members,,,,daugherty.sharon@epa.gov,epa,Sharon Daugherty,,true,Amigos Bravo (awarded the Urban Waters Grant),,,false,epa,community_group,"community_engagement_outreach, inform_public_policy, io_education, research_advancement","elementary_school_children, general_public, middle_school_children, targeted_group, teens",,"biology, chemistry, climate_weather, computers_technology, ecology_environment, education, geology_earth_science, nature_outdoors, ocean_water, science_policy",,,,575-758-3874,rconn@amigosbravos.org,87571,NM,Taos,,"105-A Quesnel Street, PO Box 238","non-profit; Urban Waters Coordinator","Rachel Conn; Christian LeJeune","data_analysis, data_entry, learning, measurement,  observation, problem_solving, sample_analysis, specimen_sample_collection","South Valley, Bernalillo County, Albuquerque, NM",2014-7-01,active,Water quality testing,Baseline water quality testing and analysis (pre-Refuge development) using community volunteers and local students.,none,EPA Urban Waters Program -- Amigos Bravos
215,0101000020E61000009CA1FAFF9F3957C062E54479EEDB3C40,public health,,,,,,ellisong@mail.nih.gov,nih,Gary Ellison,,false,,,,false,nih,,"community_engagement_outreach, inform_public_policy, research_advancement, Other","elementary_school_children, families, general_public, middle_school_children, teens",,"biology, chemistry, ecology_environment, health_medicine",,,,409-772-9624,coelferi@utmb.edu,,AL,,,,University Of Texas Medical Branch Galveston,Cornelis Elferink,"measurement, specimen_sample_collection",regional,2011-06-27,active,"1.	PAHs, longitudinal cohort, seafood contamination, Gulf Oil Spill","From http://www.utmb.edu/GCHARMS/: GC-HARMS focuses on understanding the long-term health effects of the 2010 Gulf oil spill, resulting from the consumption of seafood contaminated by petrogenic Polycyclic Aromatic Hydrocarbons (PAHs).",http://www.utmb.edu/GCHARMS/,Gulf Coast Health Alliance: health Risks related to the Macondo Spill (GC-HARMS)
216,0101000020E61000001A51DA1B7C4154C0F90FE9B7AF534440,Public health,,,,,,thomps14@niehs.nih.gov,nih,Claudia Thompson,,false,,,,false,nih,,"research_advancement, Other","general_public, targeted_group",,"ecology_environment, geology_earth_science, health_medicine, nature_outdoors",,,,919-541-4638,thomps14@niehs.nih.gov,44607,OH,,,,HHS/NIH/NIEHS,Claudia Thompson,"measurement, specimen_sample_collection",local,2014,active,"air quality, unconventional natural gas drilling, fracking","Led by PIs Erin N. Haynes, Dr.PH., and Kim Anderson, Ph.D., researchers at the University of Cincinnati (UC) College of Medicine and Oregon State University (OSU) received funding from the National Institute of Environmental Health Sciences (NIEHS) to study air quality before, during, and after unconventional natural gas drilling (UNGD), or fracking, activity.

The purpose of this study is to find out if the air quality in a community changes during UNGD activities. The research is being conducted in Carroll County, and neighboring counties, in Ohio.",http://med.uc.edu/eh/outreach/coec/updates/research-updates,Understanding the Effect of Unconventional Gas Drilling on Air Quality
81,0101000020E610000036C8242367455AC017D4B7CCE94A4440,,"CoCoRaHS volunteers submit daily observations of precipitation collected through instruments including hail pads and standardized, low-cost rain gauges. The use of regional coordinators who coordinate local volunteers has enabled the project to scale up to its current size and scope. 

As of March 2015, a CoCoRaHS rain gauge was installed in the First Lady's Kitchen Garden in the white house.
As of March 2015, a CoCoRaHS rain gauge was installed in the First Lady's Kitchen Garden in the white house.",,,,,"john.mclaughlin@noaa.gov
",noaa,John McLaughlin,,false,,true,,false,"bureau_land_management_blm, noaa, nsf","college_university, community_group, formal_nonprofit_ngo, for_profit, k12_education, state_local_govermment","community_engagement_outreach, io_education, operational_integration_use, inform_public_policy, research_advancement","elementary_school_children, middle_school_children, general_public, teens",176,"climate_weather, nature_outdoors",true,2015-09-14 17:01:51.038079+00,2015-04-08 16:15:57.886427+00,,hreges@atmos.colostate.edu,80523,CO,Fort Collins,,Colorado State University,Colorado State,Henry Regas,problem_solving,National,1998,active,"weather, rain, hail, snow, sleet, precipitation, white house","CoCoRaHS is a network of community weather monitors active in all 50 states and several Canadian provinces. As of Marcy 2015, CoCoRaHS included over 20,000 volunteers.

Educational materials for schools and 4-H programs may be found on the project website. 
CoCoRaHS data is combined with weather information from satellites, radar, and other sources to create the daily participation maps published by the national weather service. CoCoRaHS data is also used to plan infrastructure development, as structures including bridges, spillways, and damns must be designed to weather extreme levels of participation. In addition, farmers and the USDA use CoCoRaHS data to understand crop conditions, plan irrigation, and predict market cycles.",http://www.cocorahs.org,"The Community Collaborative Rain, Hail, and Snow Network (CoCoRaHS)"
250,0101000020E6100000BF4351A04F025CC08E01D9EBDD4B4740,"Improve forest health on the Helena National Forest; Improve participant knowledge of forest ecology, timber management, watershed resources, and natural resource careers","Collect data on 50 vegetation, stream, woodpecker, and soil monitoring plots on the Helena National Forest; Assist in restoration work as required; demonstrate monitoring protocol","Not open to general public; volunteers are high school students in participating schools",,,,samuel.crowell@osec.usda.gov,doa,Samuel Crowell,,false,,,USDA,false,doa,,"inform_public_policy, io_education, research_advancement, Other","middle_school_children, teens",,"ecology_environment, nature_outdoors",,,,406-495-3711,debbieanderson@fs.fed.us,59602,MT,Helena,,2880 Skyway Drive,Montana Discovery Foundation,Debbie Anderson,"classification_tagging, measurement,  observation, Other",Helena National Forest,2015-06-15,active,"forest ecology, forest health, natural resource careers","The Youth Forest Monitoring Program (YFMP) is an intensive 7-week summer internship for high school students. Participants explore forest ecology, investigate natural resource careers, improve forest health through stewardship projects, and supplement forest analysis through citizen-led forest health monitoring.",None,Youth Forest Monitoring Program 2015
135,0101000020E61000000000000000405CC00000000000004540,,,,,,,Peter_Budde@nps.gov,nps,Pete Budde,,true,National Geographic Society,,,true,nps,formal_nonprofit_ngo,"community_engagement_outreach, inform_public_policy, io_education, operational_integration_use, research_advancement","elementary_school_children, families, general_public, middle_school_children, targeted_group, teens",,"biology, education, nature_outdoors",,,,208-824-5911,Wallace_Keck@partner.nps.gov,,,,,,Department of Interior: National Park Service,Wallace Keck,"classification_tagging, data_analysis, data_entry, finding_entities, identification, learning, observation, site_selection_description, specimen_sample_collection",City of Rocks National Reserve,2016-05-21,complete,"BioBlitz, Citizen Science","We plan to take a snapshot of biological interactions and stages of development to address phenological questions like,  during what time is the peak of the spring bird migration and the timing of vascular plants in bloom with what species of birds (especially migrants).",http://www.nature.nps.gov/biology/biodiversity/bioblitz2016.cfm,2016 National Parks BioBlitz - City of Rocks: Birds and Blooms
251,0101000020E6100000DD5ED218AD6757C00D6C956071044540,,,,,,,samuel.crowell@osec.usda.gov,doa,Samuel Crowell,,false,"Iowa State Univ., Iowa Department of Natural Resources",,"USDA National Institute of Food and Agriculture (USDA-NIFA)
",false,doa,"college_university, state_local_govermment","inform_public_policy, io_education, research_advancement","general_public, teens",,"animals, nature_outdoors",,,,515-294-1458,julieb@iastate.edu,50011,IA,Ames,Department of Natural Resource Ecology and Management,339 Science Hall II,Iowa State University,Julie A. Blanchong,"finding_entities, measurement",Iowa,2015-06-01,active,"wildlife, wildlife disease, genetics, wildlife management",The goal of the work is to conduct research that will address current management-relevant questions about wildlife disease.,None,"Identifying Factors Responsible for the Occurrence, Distribution, and Impacts Of Disease In Wildlife Populations"
76,0101000020E6100000F0332E1C088B52C0D97C5C1B2A5E4440,,"ICC works to identify and reduce local pollutants while raising awareness of these threats.  Volunteers use air quality monitors to measure nitrogen dioxide, temperature, humidity, and fine particulates. These volunteers working with ICC take readings from sensors, charge or replace batteries, and help collect data from multiple. In addition, ICC offers tours to raise awareness of environmental justice concerns.",,,,,"benforado.jay@epa.gov
",epa,Jay Benforado,,,"The Ironbound Community Corporation
",true,,false,epa,formal_nonprofit_ngo,"community_engagement_outreach, operational_integration_use, proof_of_concept, regulation",general_public,112,ecology_environment,true,2015-09-14 17:01:51.038079+00,2015-03-30 21:13:47.609573+00,,dcurtis@ironboundcc.org,,NJ,Newark,,317 Elm Street,Ironbound Community Corporation,Drew Curtis,"data_entry, measurement, observation, specimen_sample_collection","Newark, New Jersey
",2009,active,"Air quality, Newark, community justice, environmental justice, EPA, ICC, equipment lending, sensors","The Ironbound Community Corporation is a non-profit advocacy organization dedicated to supporting the Ironbound community of Newark, New Jersey. One important issue for ICC is pollution coming from 34 waste facilities, including New Jersey’s largest garbage incinerator.  In 2009, ICC received a 2-year, $100,000 CARE Level I grant from the EPA to conduct environmental monitoring.  In 2015, EPA provided additional support by lending four air quality sensors to help with monitoring efforts. 

This program allows ICC to address key areas of concern—for example, by conducing monitoring with the goal reducing childhood asthma, which affects 25% of school children in greater Newark. For EPA this is a proof of concept program, created to study the effectiveness of citizen science equipment lending before implementing similar program and other communities.",http://ironboundcc.org/what-we-do/community/environmental-justice/,Ironbound Community Corporation (ICC) Environmental Monitoring
136,0101000020E6100000560E2DB29D375AC0B6847CD0B3E14340,,,,,Civic action,,daugherty.sharon@epa.gov,epa,Sharon D. Daugherty,,false,"Albuquerque Public Schools (Coronado Elementary, Ernie Pyle Middle School, Emerson Elementary, Montessori of the Rio Grande Charter School, Truman Middle School, South Valley Academy, Mountain View Elementary, Cien Aguas International, Native American Community Academy, Mountain Mahogany Community School); Valle de Oro National Wildlife Refuge; City of Albuquerque (Department of Municipal Development); Friends of the Valle de Oro National Wildlife Refuge; Amigos Bravos; Ciudad Soil and Water Conservation District; Research Service Learning Program, University of New Mexico; New Mexico Museum of Natural History & Science; Bosque Ecosystem Monitoring Program; Los Jardines Institute; EarthEcho International.",,,false,"nps, fish_wildlife_service, epa","college_university, community_group, formal_nonprofit_ngo, k12_education, museum, state_local_govermment","community_engagement_outreach, inform_public_policy, io_education","elementary_school_children, middle_school_children, targeted_group, teens",,"animals, biology, chemistry, climate_weather, computers_technology, disaster_response, ecology_environment, education, geography, geology_earth_science, nature_outdoors, ocean_water, science_policy, Other",,,,303-870-4690,droush@earthforce.org,80201,CO,Denver,,"Earth Force Inc., P.O. Box 1228",Earth Force,Donny Roush,"data_analysis, finding_entities, identification, learning, measurement,  observation, problem_solving, sample_analysis, site_selection_description, specimen_sample_collection","Albuquerque MS4 watershed/Middle Rio Grande Urban Waters Federal Partnership designated area, New Mexico",2014-07-01,active,"Environmental Education, Action Civics, Service-Learning","KIC-NET (Keep It Clean – Neighborhood Environmental Trios) engages youth in improving urban waterways. Through partnerships with government agencies, businesses, schools, and local parks, students explore stormwater runoff in their neighborhoods and take action to improve stormwater management. 
Students participating in KIC-NET use science, technology, engineering, and math skills to solve real-world environmental challenges.

Using monitoring tools and processes, students test local water quality to gather data. They are testing factors like dissolved oxygen, pH and phosphate levels, temperature, and turbidity. They then work with city engineers and STEM professionals to learn what their data indicates, how stormwater management works, and how human activity contributes to runoff.

From this investigation, students assess the most pressing environmental issue affecting their community’s resiliency, research that issue, and engineer and execute a sustainable plan.",https://earthforce.org/KICNET/,Earth Force’s Keep It Clean – Neighborhood Environmental Trios (KIC-NET)
3,0101000020E61000002B306475AB4153C06D904946CE7E4340,,,,,,,john.mclaughlin@noaa.gov,noaa,John McLaughlin,,true,,true,,true,noaa,"college_university, community_group, for_profit, formal_nonprofit_ngo, k12_education, state_local_govermment","community_engagement_outreach, io_education, operational_integration_use","families, general_public, seniors, teens",201,climate_weather,true,2015-09-14 17:01:51.038079+00,2015-09-14 13:08:21.387721+00,301-427-9331,ron.gird@noaa.gov,20910,MD,Silver Spring,,1325 East-West Highway,NOAA NWS Outreach and Education Program Manager,Ron Gird,"audio_video_recording, identification, learning, measurement, observation, photography",National,1965,active,"Skywarn, weather, spotter, flood, tornado, thunderstorm. hurricane, typhoon, snow, ice, wind, damage, storm, NOAA, NWS, training, meteorology","SKYWARN® is a National Weather Service (NWS) program developed in the 1960s that consists of trained weather spotters who provide reports of severe and hazardous weather to help meteorologists and emergency managers make life-saving warning decisions. There are well over 300,000 active SKYWARN Weather Spotters in the U.S. Spotters are concerned citizens, amateur radio operators, truck drivers, mariners, airplane pilots, emergency management personnel, and public safety officials who volunteer their time and energy to report on hazardous weather impacting their community. 

The first steps in becoming an official NWS SKYWARN Weather Spotter is to complete training on weather hazards and their reporting in your area. Classroom type training is typically offered each Spring and Fall. To find the next available training provided by your local NWS forecast office please visit this interactive map: http://www.nws.noaa.gov/skywarn/skywarn.htm

In partnership with the COMET® Program, which is part of the University Corporation for Atmospheric Research's Community Programs supplemental national web-based training was also created. For more information please visit: https://www.meted.ucar.edu/training_course.php?id=23",http://www.nws.noaa.gov/skywarn/,NOAA NWS SKYWARN® Weather Spotter Program
252,0101000020E6100000240B98C0AD5956C0857CD0B359894540,,,,,,,samuel.crowell@osec.usda.gov,doa,Samuel Crowell,,true,Univ. of Wisconsin,,"USDA National Institute of Food and Agriculture (USDA-NIFA)
",true,doa,college_university,"inform_public_policy, research_advancement",general_public,,"ecology_environment, nature_outdoors",,,,(608) 263-7437,mrenz@wisc.edu,53706,WI,Madison,University of Wisconsin Agronomy Dept.,1575 Linden Dr.,University of Wisconsin,Dr. Mark Renz,"finding_entities, geolocation, measurement",Wisconsin,2015-10-01,active,"invasive, habitat suitability model, early detection",Invasive plants negatively impact both natural and managed ecosystems. Improving the efficiency of existing monitoring efforts combined with training citizen scientists to monitor for invasive species offers promise at improving detection and eradication.,None,Development and Deployment of Habitat Suitability Models under Current and Future Climate for Regulated Invasive Plants in Wisconsin
100,0101000020E61000008E23D6E2534253C04A29E8F692724340,,"For version 1.0.4, Smartphone users may download the Lantern Live app from the Google Play store to find nearby gas stations and view power outages.  Future releases may allow users to crowdsource information on the state of gas stations by using standardized hashtags on websites such as twitter.",,,,,"carly.robinson@science.doe.gov
",doe,Carly Robinson,,false,,true,,false,other,,"community_engagement_outreach, operational_integration_use, proof_of_concept","families, general_public, middle_school_children, seniors, teens",111,"computers_technology, transportation",true,2015-09-14 17:01:51.038079+00,2015-03-30 21:13:47.609573+00,,lanternlivebeta@hq.doe.gov,20585,DC,Washington,,1000 Independence Ave SW,DOE,Lantern Live Team,,National,2014-11-20,complete,"Department of Energy, DOE, disaster response, gas stations, power outage, crowdsourcing","Lantern live (v1.0.4) is a mobile application (app) released by the Department of Energy (DOE). The app was created following Hurricane Sandy, when the energy department identified the need to provide real time information on energy during crises. DOE considers Lantern Live a pilot project, designed to investigate the potential for citizen science and crowdsourcing while informing best practices for government app development. Lantern Live’s code will be open source, allowing external innovators to iterate on the current technology to take advantage of the opportunities that open government and open data support.",http://en.openei.org/doe-opendata/dataset/utility-outage-information,Lantern Live
141,0101000020E610000000000000008056C00000000000003D40,,,,,,,Peter_Budde@nps.gov,nps,Pete Budde,,true,National Geographic Society,,,true,nps,formal_nonprofit_ngo,"community_engagement_outreach, inform_public_policy, io_education, operational_integration_use, research_advancement","elementary_school_children, families, general_public, middle_school_children, targeted_group, teens",,"biology, education, nature_outdoors",,,,504-689-3690 x13,Aleutia_Scott@nps.gov,,,,,,Department of Interior: National Park Service,Aleutia Scott,"classification_tagging, data_analysis, data_entry, finding_entities, identification, learning, observation, site_selection_description, specimen_sample_collection",Jean Lafitte National Historical Park and Preserve,2016-05-06,complete,"BioBlitz, Citizen Science","Invertebrates were our main focus of the 2013 National Geographic BioBlitz at the park. We had no park lists and only very superficial knowledge of this taxa at that point. We added almost 500 new invertebrate species to our park's list, and worked a collecting permit with Louisiana State Arthropod Museum, whom we would like to bring back and broaden their efforts for this event. Aquatic invertebrates in park waterways are an indicator of environmental health, and we would like to get a better handle on these species in the Barataria Preserve. Hoping to also get more specific pollinator information for the park's flora. ",http://www.nature.nps.gov/biology/biodiversity/bioblitz2016.cfm,2016 National Parks BioBlitz - Jean Lafitte BugBlitz
279,0101000020E6100000EF2D59D3046054C0677960F86F623E40,,,,,,,Peter_Budde@nps.gov,nps,Pete Budde,,True,National Geographic Society,,,True,nps,formal_nonprofit_ngo,"community_engagement_outreach, inform_public_policy, io_education, operational_integration_use, research_advancement","elementary_school_children, families, general_public, middle_school_children, targeted_group, teens",,"biology, education, nature_outdoors",,,,904-221-5568,shauna_allen@nps.gov,,,,,,Department of Interior: National Park Service,Shauna Allen,"classification_tagging, data_analysis, data_entry, finding_entities, identification, learning, observation, site_selection_description, specimen_sample_collection",Fort Caroline National Memorial,2016-05-20,complete,"BioBlitz, Citizen Science",The 2016 BioBlitz at Fort Caroline National Memorial will engage urban youth and student volunteers in the exploration of insect species.,http://go.nps.gov/2016bioblitz,2016 National Parks BioBlitz - Fort Caroline: Insect BioBlitz
140,0101000020E61000000000000000C055C00000000000804440,,,,,,,Peter_Budde@nps.gov,nps,Pete Budde,,true,National Geographic Society,,,true,nps,formal_nonprofit_ngo,"community_engagement_outreach, inform_public_policy, io_education, operational_integration_use, research_advancement","elementary_school_children, families, general_public, middle_school_children, targeted_group, teens",,"biology, education, nature_outdoors",,,,219-395-1622,kimberly_swift@nps.gov,,,,,,Department of Interior: National Park Service,Kim Swift,"classification_tagging, data_analysis, data_entry, finding_entities, identification, learning, observation, site_selection_description, specimen_sample_collection",Indiana Dunes National Lakeshore,2016-05-20,complete,"BioBlitz, Citizen Science","We will identify as many species as possible in all taxonomic groups within the Miller Woods unit of Indiana Dunes National Lakeshore. Miller Woods is a Black Oak Savanna, one of the rarest habitats in North America, and is located in the highly industrialized city of Gary, Indiana. ",http://www.nature.nps.gov/biology/biodiversity/bioblitz2016.cfm,2016 National Parks BioBlitz - Indiana Dunes: Miller Woods BioBlitz
68,0101000020E61000002E1C08C902405DC06FF59CF4BE5D4740,,"Once certified, a Master Water Steward adopts a stream location to conduct regular monitoring on. Monitoring includes habitat, biological, chemical and physical assessments. All data collected from the Stewards is uploaded to a website that is made publicly available.",,,,,benforado.jay@epa.gov,epa,Jay Benforado,,,"University of Idaho Extension
",true,,false,epa,"college_university, community_group, formal_nonprofit_ngo, k12_education, state_local_govermment","community_engagement_outreach, io_education, inform_public_policy","elementary_school_children, families, middle_school_children, general_public, seniors, teens",170,"animals, biology, chemistry, ecology_environment, education, geology_earth_science, insects, nature_outdoors",true,2015-09-14 17:01:51.038079+00,2015-04-07 19:05:08.840629+00,208-292-1287,idah2o@uidaho.edu,"83814
",ID,"Coeur d’Alene
",,"1031 N Academic Way
",University of Idaho,Jim Ekins,"data_entry, geolocation, identification, learning, measurement, observation, photography, sample_analysis, site_selection_description, specimen_sample_collection","Idaho
",2010-09-01,active,"Volunteer, Community Practice, Water Quality Monitoring, Biology, Education, Youth Involvement, Standards, Environmental Monitoring, Fish and Wildlife Service (FWS)","IDAH2O is an innovative program to train citizen volunteers about regional water quality issues. Once a volunteer becomes a certified Master Water Steward, they then adopt a stream location to conduct regular monitoring on. Monitoring includes habitat, biological, chemical and physical assessments. All data collected from the Stewards is uploaded to a website that is made publicly available. The main focus of the program is to educate citizens on the status of their water quality and to help them understand the effects on streams, rivers and lakes. Youth involvement is also strongly encouraged. The data that is collected may also someday assist agencies in establishing water quality standards and priorities. IDAH2O lists financial support from the US Department of Fish and Wildlife and the EPA Environmental Education.",http://www.uidaho.edu/cda/idah2o," IDAH2O Master Water Stewards
"
143,0101000020E61000000000000000E060C00000000000804D40,,,,,,,Peter_Budde@nps.gov,nps,Pete Budde,,true,National Geographic Society,,,true,nps,formal_nonprofit_ngo,"community_engagement_outreach, inform_public_policy, io_education, operational_integration_use, research_advancement","elementary_school_children, families, general_public, middle_school_children, targeted_group, teens",,"biology, education, nature_outdoors",,,,907-983-9228,Jami_Belt@nps.gov,,,,,,Department of Interior: National Park Service,Jami Belt,"classification_tagging, data_analysis, data_entry, finding_entities, identification, learning, observation, site_selection_description, specimen_sample_collection",Klondike Gold Rush National Historic Park,2016-05-16,complete,"BioBlitz, Citizen Science",Join Klondike Gold Rush National Historic Park to help observe and identify as many aquatic and terrestrial invertebrate species as possible. Inventories will take place at several sites throughout the park.,http://www.nature.nps.gov/biology/biodiversity/bioblitz2016.cfm,2016 National Parks BioBlitz - Klondike Gold Rush
